BRCODE,BRANCH_NAME,CIRCD,CIRCLE,NETWORK,MODCD,MODULE,REGION,POPCD,POPULATION,STATECD,STATE,DISTCD,DISTRICT,MICR,CENTRECD,CENTERNAME
1956,DUM DUM CANTONMENT,1,KOLKATA,1,3,BIDHAN-NAGAR,3,3,Urban,44,WEST BENGAL,31,NORTH 24 PARGANAS,700002123,1010666,DUM DUM
1957,BEADON STREET,1,KOLKATA,1,2,KOLKATA,2,4,Metro,44,WEST BENGAL,8,KOLKATA,700002012,1000009,KOLKATA
1971,ESPLANADE,1,KOLKATA,1,2,KOLKATA,3,4,Metro,44,WEST BENGAL,8,KOLKATA,700002034,1000009,KOLKATA
1993,CANNING,1,KOLKATA,2,6,SOUTH 24 PARGANAS,2,2,Semi-Urban,44,WEST BENGAL,30,SOUTH 24 PARGANAS,700002342,1031443,"DIGHIRPAR	 "
1994,JATINDRA MOHAN AVENUE,1,KOLKATA,1,2,KOLKATA,2,4,Metro,44,WEST BENGAL,8,KOLKATA,700002051,1000009,KOLKATA
1995,RAJA DINENDRA STREET,1,KOLKATA,1,2,KOLKATA,2,4,Metro,44,WEST BENGAL,8,KOLKATA,700002085,1000009,KOLKATA
1996,MOMINPUR,1,KOLKATA,2,6,SOUTH 24 PARGANAS,4,4,Metro,44,WEST BENGAL,8,KOLKATA,700002065,1000009,KOLKATA
2001,ABERDEEN BAZAAR EVE BR,1,KOLKATA,2,6,SOUTH 24 PARGANAS,1,3,Urban,76,ANDAMAN AND NICOBAR,2,SOUTH ANDAMAN,744002007,1940005,PORT BLAIR
2002,AHMADPUR,1,KOLKATA,3,1,BURDWAN,2,1,Rural,44,WEST BENGAL,4,BIRBHUM,731002801,1220002,AHMADPUR
2005,BADURIA,1,KOLKATA,1,3,BIDHAN-NAGAR,4,2,Semi-Urban,44,WEST BENGAL,31,NORTH 24 PARGANAS,700002541,1010074,BADURIA
2006,BALAGARH,1,KOLKATA,2,5,HOWRAH,2,1,Rural,44,WEST BENGAL,14,HOOGLY,700002506,1070401,BALAGARH
2008,BURA BAZARPURULIA,1,KOLKATA,3,1,BURDWAN,6,1,Rural,44,WEST BENGAL,28,PURULIA,723002502,1170072,BARABAZAR
2009,BARAKAR,1,KOLKATA,3,1,BURDWAN,6,3,Urban,44,WEST BENGAL,6,BURDWAN,713002502,1200057,KULTI
2016,PARNASHREE,1,KOLKATA,2,6,SOUTH 24 PARGANAS,4,4,Metro,44,WEST BENGAL,30,SOUTH 24 PARGANAS,700002138,1000009,KOLKATA
2017,BELDA,1,KOLKATA,2,5,HOWRAH,3,1,Rural,44,WEST BENGAL,22,PASCHIM MEDINIPUR,721002802,1120421,BELDA
2020,KHAGRA,1,KOLKATA,1,3,BIDHAN-NAGAR,2,3,Urban,44,WEST BENGAL,24,MURSHIDABAD,742002002,1260006,BAHARAMPUR
2021,BHADRESWAR,1,KOLKATA,2,5,HOWRAH,2,3,Urban,44,WEST BENGAL,14,HOOGLY,700002223,1070076,BHADRESWAR
2022,BHATAR,1,KOLKATA,3,1,BURDWAN,5,1,Rural,44,WEST BENGAL,6,BURDWAN,713002602,1200351,BHATAR
2023,BIJANBARI,1,KOLKATA,3,4,SILIGURI,3,1,Rural,44,WEST BENGAL,12,DARJEELING,734002603,1320082,BIJANBARI
2025,BIRPARA,1,KOLKATA,3,4,SILIGURI,3,2,Semi-Urban,44,WEST BENGAL,18,JALPAIGURI,735002505,3830092,"BIRPARA	 "
2027,BOLPUR,1,KOLKATA,3,1,BURDWAN,2,2,Semi-Urban,44,WEST BENGAL,4,BIRBHUM,731002001,1220015,BOLPUR
2029,BON HOOGHLY INDST ESTATE,1,KOLKATA,1,3,BIDHAN-NAGAR,3,4,Metro,44,WEST BENGAL,31,NORTH 24 PARGANAS,700002150,1000009,KOLKATA
2032,BUDGE BUDGE,1,KOLKATA,2,6,SOUTH 24 PARGANAS,4,2,Semi-Urban,44,WEST BENGAL,30,SOUTH 24 PARGANAS,700002152,1030005,BUDGE BUDGE
2033,BURDWAN UNIVERSITY,1,KOLKATA,3,1,BURDWAN,1,3,Urban,44,WEST BENGAL,6,BURDWAN,,1200017,BARDDHAMAN
2037,CHANCHAL,1,KOLKATA,3,4,SILIGURI,1,1,Rural,44,WEST BENGAL,20,MALDA,732002502,1280051,CHANCHAL
2041,CHENGAIL,1,KOLKATA,2,5,HOWRAH,1,3,Urban,44,WEST BENGAL,16,HOWRAH,700002246,1100097,ULUBERIA
2043,COSSIPORE,1,KOLKATA,1,2,KOLKATA,2,4,Metro,44,WEST BENGAL,8,KOLKATA,700002028,1000009,KOLKATA
2045,DAINHAT,1,KOLKATA,3,1,BURDWAN,1,2,Semi-Urban,44,WEST BENGAL,6,BURDWAN,713002603,1200374,DAINHAT
2046,DAKSHIN BARASAT,1,KOLKATA,2,6,SOUTH 24 PARGANAS,2,1,Rural,44,WEST BENGAL,30,SOUTH 24 PARGANAS,,1030311,DAKSHIN BARASAT
2047,DALKHOLA,1,KOLKATA,3,4,SILIGURI,5,2,Semi-Urban,44,WEST BENGAL,32,UTTAR DINAJPUR,733002604,1300093,DALKHOLA
2052,DUBRAJPUR,1,KOLKATA,3,1,BURDWAN,2,2,Semi-Urban,44,WEST BENGAL,4,BIRBHUM,731002802,1220024,DUBRAJPUR
2054,DUM DUM,1,KOLKATA,1,3,BIDHAN-NAGAR,3,3,Urban,44,WEST BENGAL,31,NORTH 24 PARGANAS,700002122,1010666,DUM DUM
2055,DUMKAL,1,KOLKATA,1,3,BIDHAN-NAGAR,2,1,Rural,44,WEST BENGAL,24,MURSHIDABAD,741002609,1260191,DUMKAL
2057,FULIA,1,KOLKATA,1,3,BIDHAN-NAGAR,5,1,Rural,44,WEST BENGAL,26,NADIA,741002504,1240121,FULIA
2058,GAZOLE,1,KOLKATA,3,4,SILIGURI,1,1,Rural,44,WEST BENGAL,20,MALDA,732002503,1280751,GAJOL
2059,GARBETA,1,KOLKATA,2,5,HOWRAH,6,1,Rural,44,WEST BENGAL,22,PASCHIM MEDINIPUR,721002803,1120441,GARBETA
2061,GHOSHPARA,1,KOLKATA,2,5,HOWRAH,5,1,Rural,44,WEST BENGAL,16,HOWRAH,,1100311,GHOSHPARA
2062,GOKHALE ROAD,1,KOLKATA,1,2,KOLKATA,1,4,Metro,44,WEST BENGAL,8,KOLKATA,700002039,1000009,KOLKATA
2066,DASNAGORE (HOWRAH SSI),1,KOLKATA,2,5,HOWRAH,1,4,Metro,44,WEST BENGAL,16,HOWRAH,700002129,1100009,HAORA
2067,HURA,1,KOLKATA,3,1,BURDWAN,6,1,Rural,44,WEST BENGAL,28,PURULIA,723002503,1170081,HURA
2070,JALPAIGURI TOWN,1,KOLKATA,3,4,SILIGURI,3,3,Urban,44,WEST BENGAL,18,JALPAIGURI,735002002,1340016,JALPAIGURI
2074,KALIYAGANJ,1,KOLKATA,3,4,SILIGURI,5,2,Semi-Urban,44,WEST BENGAL,32,UTTAR DINAJPUR,733002605,1300034,KALIAGANJ
2078,KONNAGAR,1,KOLKATA,2,5,HOWRAH,2,2,Semi-Urban,44,WEST BENGAL,14,HOOGLY,700002182,1070415,KONNAGAR
2080,KUSUMGRAM,1,KOLKATA,3,1,BURDWAN,1,2,Semi-Urban,44,WEST BENGAL,6,BURDWAN,713002604,1200392,KUSUMGRAM
2082,LAUDOHA,1,KOLKATA,3,1,BURDWAN,4,1,Rural,44,WEST BENGAL,6,BURDWAN,713002503,1200411,LAUDOHA
2084,MAL,1,KOLKATA,3,4,SILIGURI,3,2,Semi-Urban,44,WEST BENGAL,18,JALPAIGURI,735002208,1340144,MAL
2085,MANBAZAR,1,KOLKATA,3,1,BURDWAN,6,1,Rural,44,WEST BENGAL,28,PURULIA,723002504,1170092,MANBAZAR
2086,MANIKPUR,1,KOLKATA,2,5,HOWRAH,1,1,Rural,44,WEST BENGAL,16,HOWRAH,700002509,1100351,MANIKPUR
2087,MOLLARPUR,1,KOLKATA,3,1,BURDWAN,2,1,Rural,44,WEST BENGAL,4,BIRBHUM,731002503,1220122,MOLLARPUR
2088,MURARAI,1,KOLKATA,3,1,BURDWAN,2,1,Rural,44,WEST BENGAL,4,BIRBHUM,731002602,1220131,MURARAI
2089,MURGASOL,1,KOLKATA,3,1,BURDWAN,4,3,Urban,44,WEST BENGAL,6,BURDWAN,713002009,1200007,ASANSOL
2090,NABADWIP,1,KOLKATA,1,3,BIDHAN-NAGAR,5,3,Urban,44,WEST BENGAL,26,NADIA,741002505,1240016,NABADWIP
2091,NABAGRAM,1,KOLKATA,1,3,BIDHAN-NAGAR,1,1,Rural,44,WEST BENGAL,24,MURSHIDABAD,741002610,1260202,NABAGRAM
2092,NAGAR,1,KOLKATA,1,3,BIDHAN-NAGAR,1,2,Semi-Urban,44,WEST BENGAL,24,MURSHIDABAD,741002611,1260212,NAGAR
2096,NORTH BENGAL UNIV CMPUS,1,KOLKATA,3,4,SILIGURI,2,3,Urban,44,WEST BENGAL,12,DARJEELING,734002009,1320007,SILIGURI
2098,PANDAVESWAR,1,KOLKATA,3,1,BURDWAN,4,2,Semi-Urban,44,WEST BENGAL,6,BURDWAN,713002504,1200433,"BAIDYANATHPUR	 "
2104,SEHERA BAZAR ADB,1,KOLKATA,3,1,BURDWAN,5,1,Rural,44,WEST BENGAL,6,BURDWAN,713002106,1200452,SEHERABAZAR
2106,RAMJIBANPUR,1,KOLKATA,3,1,BURDWAN,5,2,Semi-Urban,44,WEST BENGAL,6,BURDWAN,713002605,1200753,"KANDRA	 "
2108,RGNL ENG COL DURGAPUR,1,KOLKATA,3,1,BURDWAN,4,3,Urban,44,WEST BENGAL,6,BURDWAN,713002204,1200037,DURGAPUR
2114,RUPNARAINPUR,1,KOLKATA,3,1,BURDWAN,6,1,Rural,44,WEST BENGAL,6,BURDWAN,713002505,1200491,RUPNARAYANPUR
2115,SAHAGANJ,1,KOLKATA,2,5,HOWRAH,2,3,Urban,44,WEST BENGAL,14,HOOGLY,700002315,1070056,BANSBERIA
2116,SAINTHIA,1,KOLKATA,3,1,BURDWAN,2,2,Semi-Urban,44,WEST BENGAL,4,BIRBHUM,731002202,1220044,SAINTHIA
2117,SAKHER BAZAR,1,KOLKATA,2,6,SOUTH 24 PARGANAS,4,4,Metro,44,WEST BENGAL,30,SOUTH 24 PARGANAS,700002144,1000009,KOLKATA
2120,SAMSI,1,KOLKATA,3,4,SILIGURI,1,1,Rural,44,WEST BENGAL,20,MALDA,732002504,1280071,SAMSI
2121,SANTINIKETAN,1,KOLKATA,3,1,BURDWAN,2,1,Rural,44,WEST BENGAL,4,BIRBHUM,731002003,1220141,SANTINIKETAN
2122,SARENGA,1,KOLKATA,2,5,HOWRAH,1,2,Semi-Urban,44,WEST BENGAL,16,HOWRAH,700002511,1100324,SARENGA
2124,SIBPUR,1,KOLKATA,2,5,HOWRAH,1,4,Metro,44,WEST BENGAL,16,HOWRAH,700002142,1100009,HAORA
2127,SUKHIAPOKHARI,1,KOLKATA,3,4,SILIGURI,3,1,Rural,44,WEST BENGAL,12,DARJEELING,734002604,1320091,SUKHIAPOKHARI
2134,UNSANI,1,KOLKATA,2,5,HOWRAH,1,4,Metro,44,WEST BENGAL,16,HOWRAH,700002234,1100009,HAORA
3029,CALCUTTA AIRPORT,1,KOLKATA,1,3,BIDHAN-NAGAR,4,3,Urban,44,WEST BENGAL,31,NORTH 24 PARGANAS,700002119,1010666,DUM DUM
3031,SHAKESPEARE SARANI,1,KOLKATA,1,2,KOLKATA,1,4,Metro,44,WEST BENGAL,8,KOLKATA,700002091,1000009,KOLKATA
3071,BARRACKPORE RLY STATION,1,KOLKATA,1,3,BIDHAN-NAGAR,3,2,Semi-Urban,44,WEST BENGAL,31,NORTH 24 PARGANAS,700002215,1010175,NEW BARRACKPUR
3074,SAINTHIA ADB,1,KOLKATA,3,1,BURDWAN,2,2,Semi-Urban,44,WEST BENGAL,4,BIRBHUM,731002203,1220044,SAINTHIA
3079,NIMPITH,1,KOLKATA,2,6,SOUTH 24 PARGANAS,2,1,Rural,44,WEST BENGAL,30,SOUTH 24 PARGANAS,700002343,1030382,NIMPITH
3080,RAJNAGAR,1,KOLKATA,3,1,BURDWAN,2,2,Semi-Urban,44,WEST BENGAL,4,BIRBHUM,731002803,1220193,RAJNAGAR
3083,KHOSBAGAN,1,KOLKATA,3,1,BURDWAN,1,3,Urban,44,WEST BENGAL,6,BURDWAN,713002003,1200017,BARDDHAMAN
3084,SEALDAH,1,KOLKATA,1,2,KOLKATA,2,4,Metro,44,WEST BENGAL,8,KOLKATA,700002090,1000009,KOLKATA
3142,RAJABAGAN DOCKYARD,1,KOLKATA,2,6,SOUTH 24 PARGANAS,4,4,Metro,44,WEST BENGAL,30,SOUTH 24 PARGANAS,700002140,1000009,KOLKATA
3153,TEHATTA,1,KOLKATA,1,3,BIDHAN-NAGAR,5,2,Semi-Urban,44,WEST BENGAL,26,NADIA,741002160,1240293,TEHATTA
3199,GOSABA,1,KOLKATA,2,6,SOUTH 24 PARGANAS,2,1,Rural,44,WEST BENGAL,30,SOUTH 24 PARGANAS,700002571,1030422,GOSABA
3231,RABINDRA SARANI,1,KOLKATA,1,2,KOLKATA,2,4,Metro,44,WEST BENGAL,8,KOLKATA,700002084,1000009,KOLKATA
3242,DEBAGRAM ADB,1,KOLKATA,1,3,BIDHAN-NAGAR,5,2,Semi-Urban,44,WEST BENGAL,26,NADIA,741002507,1240264,DEBAGRAM
3332,KHARAGPUR RLY STATION,1,KOLKATA,2,5,HOWRAH,3,3,Urban,44,WEST BENGAL,22,PASCHIM MEDINIPUR,721002102,1120006,KHARAGPUR
3333,BENGDUBI,1,KOLKATA,3,4,SILIGURI,2,1,Rural,44,WEST BENGAL,12,DARJEELING,734002010,1320131,"KAMALPUR	 "
3334,KIDDERPORE,1,KOLKATA,2,6,SOUTH 24 PARGANAS,4,4,Metro,44,WEST BENGAL,8,KOLKATA,700002057,1000009,KOLKATA
3376,NAYABAZARSILIGURI,1,KOLKATA,3,4,SILIGURI,2,3,Urban,44,WEST BENGAL,12,DARJEELING,734002003,1320007,SILIGURI
3412,BELILIOUS ROAD,1,KOLKATA,2,5,HOWRAH,1,4,Metro,44,WEST BENGAL,16,HOWRAH,700002116,1100009,HAORA
3496,SURYA SEN STREET,1,KOLKATA,1,2,KOLKATA,2,4,Metro,44,WEST BENGAL,8,KOLKATA,700002099,1000009,KOLKATA
3558,NOTE PRESS BR (SALBONI),1,KOLKATA,2,5,HOWRAH,6,1,Rural,44,WEST BENGAL,22,PASCHIM MEDINIPUR,721002804,1120401,SALBONI
3647,DEBRA ADB,1,KOLKATA,2,5,HOWRAH,3,1,Rural,44,WEST BENGAL,22,PASCHIM MEDINIPUR,721002805,1120481,DEBRA
3676,PANAGARH,1,KOLKATA,3,1,BURDWAN,5,1,Rural,44,WEST BENGAL,6,BURDWAN,713002999,1200252,PANAGARH
3681,LA MARTINIERE,1,KOLKATA,1,2,KOLKATA,3,4,Metro,44,WEST BENGAL,8,KOLKATA,700002058,1000009,KOLKATA
3682,BAGMARI,1,KOLKATA,1,2,KOLKATA,4,4,Metro,44,WEST BENGAL,8,KOLKATA,700002008,1000009,KOLKATA
3691,CHETLA,1,KOLKATA,2,6,SOUTH 24 PARGANAS,4,4,Metro,44,WEST BENGAL,8,KOLKATA,700002024,1000009,KOLKATA
3692,GARCHA,1,KOLKATA,1,2,KOLKATA,1,4,Metro,44,WEST BENGAL,8,KOLKATA,700002036,1000009,KOLKATA
3695,MECHADA,1,KOLKATA,2,5,HOWRAH,4,1,Rural,44,WEST BENGAL,29,PURBA MEDINIPUR,721002001,1111041,MECHEDA
3696,KRISHNAGANJ VILLAGE BR,1,KOLKATA,1,3,BIDHAN-NAGAR,5,1,Rural,44,WEST BENGAL,26,NADIA,741002508,1240281,KRISHNAGANJ
3721,B T ROAD,1,KOLKATA,1,2,KOLKATA,2,4,Metro,44,WEST BENGAL,8,KOLKATA,700002004,1000009,KOLKATA
3735,KARIMPUR ADB,1,KOLKATA,1,3,BIDHAN-NAGAR,5,1,Rural,44,WEST BENGAL,26,NADIA,741002509,1240172,KARIMPUR
3737,TANGRA,1,KOLKATA,1,2,KOLKATA,3,4,Metro,44,WEST BENGAL,8,KOLKATA,700002101,1000009,KOLKATA
3762,JEEVAN DEEP,1,KOLKATA,1,2,KOLKATA,3,4,Metro,44,WEST BENGAL,8,KOLKATA,700002052,1000009,KOLKATA
3785,SHALIMAR,1,KOLKATA,2,5,HOWRAH,1,4,Metro,44,WEST BENGAL,16,HOWRAH,700002143,1100009,HAORA
3852,BARRACKPORE A F STN,1,KOLKATA,1,3,BIDHAN-NAGAR,3,2,Semi-Urban,44,WEST BENGAL,31,NORTH 24 PARGANAS,700002233,1010175,NEW BARRACKPUR
3871,MEJHIA,1,KOLKATA,3,1,BURDWAN,3,1,Rural,44,WEST BENGAL,2,BANKURA,713002801,1150181,MEJHIA
3881,METIABRUZ,1,KOLKATA,2,6,SOUTH 24 PARGANAS,4,4,Metro,44,WEST BENGAL,30,SOUTH 24 PARGANAS,700002135,1000009,KOLKATA
3882,BALLY,1,KOLKATA,2,5,HOWRAH,5,3,Urban,44,WEST BENGAL,16,HOWRAH,700002153,1100017,BALLY
3905,BENACHITTY BAZAR,1,KOLKATA,3,1,BURDWAN,4,3,Urban,44,WEST BENGAL,6,BURDWAN,713002012,1200037,DURGAPUR
3906,ONDA VILLAGE BRANCH,1,KOLKATA,3,1,BURDWAN,3,1,Rural,44,WEST BENGAL,2,BANKURA,722002504,1150192,ONDA
3907,KALIKAPUR,1,KOLKATA,2,6,SOUTH 24 PARGANAS,3,4,Metro,44,WEST BENGAL,30,SOUTH 24 PARGANAS,700002317,1000009,KOLKATA
3913,KATWA ADB,1,KOLKATA,3,1,BURDWAN,5,2,Semi-Urban,44,WEST BENGAL,6,BURDWAN,713002112,1200135,KATWA
3914,BERHAMPORE ADB (WB),1,KOLKATA,1,3,BIDHAN-NAGAR,2,3,Urban,44,WEST BENGAL,24,MURSHIDABAD,742002007,1260006,BAHARAMPUR
3920,MEMARI ADB,1,KOLKATA,3,1,BURDWAN,1,2,Semi-Urban,44,WEST BENGAL,6,BURDWAN,713002108,1200234,MEMARI
3923,BINNAGURI CANTONMENT,1,KOLKATA,3,4,SILIGURI,3,1,Rural,44,WEST BENGAL,18,JALPAIGURI,735002232,1340162,BINNAGURI
3928,SWARUPNAGAR,1,KOLKATA,1,3,BIDHAN-NAGAR,4,1,Rural,44,WEST BENGAL,31,NORTH 24 PARGANAS,743002286,1011111,SWARUPNAGAR
3949,MOYNA,1,KOLKATA,2,5,HOWRAH,4,1,Rural,44,WEST BENGAL,29,PURBA MEDINIPUR,721002629,1111091,MOYNA
3951,BALLYGUNGE RAILWAY STN,1,KOLKATA,2,6,SOUTH 24 PARGANAS,3,4,Metro,44,WEST BENGAL,8,KOLKATA,700002011,1000009,KOLKATA
3956,PURSURAH,1,KOLKATA,2,5,HOWRAH,5,1,Rural,44,WEST BENGAL,14,HOOGLY,700002601,1071742,PURSURAH
3961,HARISH MUKHERJEE ROAD,1,KOLKATA,1,2,KOLKATA,1,4,Metro,44,WEST BENGAL,8,KOLKATA,700002043,1000009,KOLKATA
3970,LOCAL HEAD OFFICE CALCUTTA,1,KOLKATA,0,0,KOLKATA,0,4,Metro,44,WEST BENGAL,8,KOLKATA,700002899,1000009,KOLKATA
4126,COMMERCIAL BRSILIGURI,1,KOLKATA,3,4,SILIGURI,9,3,Urban,44,WEST BENGAL,12,DARJEELING,734002008,1320007,SILIGURI
4140,COMMERCIAL BRBALLYGUNGE,1,KOLKATA,2,6,SOUTH 24 PARGANAS,3,4,Metro,44,WEST BENGAL,8,KOLKATA,700002205,1000009,KOLKATA
4150,COMMERCIAL BRHOWRAH,1,KOLKATA,2,5,HOWRAH,1,4,Metro,44,WEST BENGAL,16,HOWRAH,700002206,1100009,HAORA
4203,P.B.B. KANKURGACHI,1,KOLKATA,1,3,BIDHAN-NAGAR,4,4,Metro,44,WEST BENGAL,8,KOLKATA,700002208,1000009,KOLKATA
4204,P.B.B. SALT LAKE,1,KOLKATA,1,2,KOLKATA,4,3,Urban,44,WEST BENGAL,31,NORTH 24 PARGANAS,700002216,1010286,BIDHAN NAGAR
4228,PUNJABI MORERANIGANJ,1,KOLKATA,3,1,BURDWAN,4,3,Urban,44,WEST BENGAL,6,BURDWAN,713002099,1200076,RANIGANJ
4233,P.B.B. DESHAPRIYA PARK,1,KOLKATA,1,2,KOLKATA,1,4,Metro,44,WEST BENGAL,8,KOLKATA,700002211,1000009,KOLKATA
4259,REGIONAL OFFICE GANGTOK,1,KOLKATA,3,4,SILIGURI,4,2,Semi-Urban,36,SIKKIM,2,EAST SIKKIM,737002111,,
4260,ZONAL OFFICE HOWRAH,1,KOLKATA,2,5,HOWRAH,9,4,Metro,44,WEST BENGAL,16,HOWRAH,711002999,1100009,HAORA
4284,GANGES GARDEN COMPLEX BRANCH,1,KOLKATA,2,5,HOWRAH,1,4,Metro,44,WEST BENGAL,16,HOWRAH,700002230,1100009,HAORA
4288,SME EXIM BRANCH KOLKATA,1,KOLKATA,1,2,KOLKATA,9,4,Metro,44,WEST BENGAL,8,KOLKATA,700002225,1000009,KOLKATA
4289,S M E.SALT LAKE,1,KOLKATA,1,3,BIDHAN-NAGAR,4,3,Urban,44,WEST BENGAL,31,NORTH 24 PARGANAS,700002226,1010286,BIDHAN NAGAR
4473,CENT PENSION PROC CELL KOLKATA,1,KOLKATA,2,6,SOUTH 24 PARGANAS,9,4,Metro,44,WEST BENGAL,8,KOLKATA,700002801,,
4490,RACPCKOLKATA,1,KOLKATA,1,2,KOLKATA,9,4,Metro,44,WEST BENGAL,8,KOLKATA,700002995,,
4604,BIRATI,1,KOLKATA,1,3,BIDHAN-NAGAR,4,3,Urban,44,WEST BENGAL,31,NORTH 24 PARGANAS,700002209,1011547,NORTHDUMDUM
4605,NAGERBAZARDUM DUM,1,KOLKATA,1,3,BIDHAN-NAGAR,3,3,Urban,44,WEST BENGAL,31,NORTH 24 PARGANAS,700002137,1010666,DUM DUM
4636,MASLANDPUR,1,KOLKATA,1,3,BIDHAN-NAGAR,4,2,Semi-Urban,44,WEST BENGAL,31,NORTH 24 PARGANAS,700002542,1011862,MASLANDAPUR
4637,CHINAKURI,1,KOLKATA,3,1,BURDWAN,6,3,Urban,44,WEST BENGAL,6,BURDWAN,713002506,1200057,KULTI
4640,BELUR MATH,1,KOLKATA,2,5,HOWRAH,5,3,Urban,44,WEST BENGAL,16,HOWRAH,700002117,1100017,BALLY
4645,CAR NICOBAR,1,KOLKATA,2,6,SOUTH 24 PARGANAS,1,2,Semi-Urban,76,ANDAMAN AND NICOBAR,4,NICOBAR,744002018,1950003,CAR NICOBAR
4646,PANDUA ADB,1,KOLKATA,2,5,HOWRAH,2,2,Semi-Urban,44,WEST BENGAL,14,HOOGLY,700002515,1070264,PANDUA
4647,TARATALA,1,KOLKATA,2,6,SOUTH 24 PARGANAS,4,4,Metro,44,WEST BENGAL,30,SOUTH 24 PARGANAS,700002146,1000009,KOLKATA
4662,NEW MARKET,1,KOLKATA,1,2,KOLKATA,3,4,Metro,44,WEST BENGAL,8,KOLKATA,700002072,1000009,KOLKATA
4701,KARANJALI,1,KOLKATA,2,6,SOUTH 24 PARGANAS,5,1,Rural,44,WEST BENGAL,30,SOUTH 24 PARGANAS,700002572,1030271,KARANJALI
4727,TITAGARH,1,KOLKATA,1,3,BIDHAN-NAGAR,3,3,Urban,44,WEST BENGAL,31,NORTH 24 PARGANAS,700002212,1011086,TITAGARH
4744,CHAKDAH,1,KOLKATA,1,3,BIDHAN-NAGAR,6,2,Semi-Urban,44,WEST BENGAL,26,NADIA,700002564,1240035,CHAKDAHA
4750,KUNUSTORIA,1,KOLKATA,3,1,BURDWAN,4,1,Rural,44,WEST BENGAL,6,BURDWAN,713002507,1200942,KUNUSTORIA
4770,PARA VILL BR,1,KOLKATA,3,1,BURDWAN,6,1,Rural,44,WEST BENGAL,28,PURULIA,723002505,1170142,PARA
4771,TALTALA,1,KOLKATA,1,2,KOLKATA,3,4,Metro,44,WEST BENGAL,8,KOLKATA,700002100,1000009,KOLKATA
4773,GOABAGAN,1,KOLKATA,1,2,KOLKATA,2,4,Metro,44,WEST BENGAL,8,KOLKATA,700002040,1000009,KOLKATA
4774,REGENT ESTATE,1,KOLKATA,2,6,SOUTH 24 PARGANAS,3,4,Metro,44,WEST BENGAL,8,KOLKATA,700002087,1000009,KOLKATA
4775,KAJORAGRAM,1,KOLKATA,3,1,BURDWAN,4,2,Semi-Urban,44,WEST BENGAL,6,BURDWAN,713002508,1201004,KAJORAGRAM
4776,BAIDYABATI,1,KOLKATA,2,5,HOWRAH,2,3,Urban,44,WEST BENGAL,14,HOOGLY,700002218,1070066,BAIDYABATI
4777,SATGRAM,1,KOLKATA,3,1,BURDWAN,4,3,Urban,44,WEST BENGAL,6,BURDWAN,713002509,1200116,JAMURIA
4778,KOTASUR,1,KOLKATA,3,1,BURDWAN,2,1,Rural,44,WEST BENGAL,4,BIRBHUM,731002701,1220281,KOTASUR
4780,MOGRA,1,KOLKATA,2,5,HOWRAH,2,1,Rural,44,WEST BENGAL,14,HOOGLY,712002025,1070112,"AMODGHATA (CT)	 "
4781,SATITARABURWAN ADB,1,KOLKATA,1,3,BIDHAN-NAGAR,1,1,Rural,44,WEST BENGAL,24,MURSHIDABAD,741002612,1260421,SATITARA(BURWAN)
4782,DANTAN VILLAGE BRANCH,1,KOLKATA,2,5,HOWRAH,3,1,Rural,44,WEST BENGAL,22,PASCHIM MEDINIPUR,721002601,1120132,"CHAULIA	 "
4783,DOMJUR,1,KOLKATA,2,5,HOWRAH,5,2,Semi-Urban,44,WEST BENGAL,16,HOWRAH,700002156,1100183,DOMJUR
4784,ASOKNAGAR,1,KOLKATA,1,3,BIDHAN-NAGAR,4,3,Urban,44,WEST BENGAL,31,NORTH 24 PARGANAS,700002186,1010056,ASHOKNAGAR KALYANGARH
4785,KHAGRABARI ADB,1,KOLKATA,3,4,SILIGURI,6,2,Semi-Urban,44,WEST BENGAL,10,COOCH BEHAR,736002504,1360103,KHAGRABARI
4786,DAKHINESWAR,1,KOLKATA,1,3,BIDHAN-NAGAR,3,3,Urban,44,WEST BENGAL,31,NORTH 24 PARGANAS,700002121,1011337,KAMARHATI
4787,AMTA,1,KOLKATA,2,5,HOWRAH,5,2,Semi-Urban,44,WEST BENGAL,16,HOWRAH,700002518,1100103,AMTA
4788,PANJIPARA,1,KOLKATA,3,4,SILIGURI,5,2,Semi-Urban,44,WEST BENGAL,32,UTTAR DINAJPUR,733002606,1300402,PANJIPARA
4789,STN FDR RDSILIGURI,1,KOLKATA,3,4,SILIGURI,2,3,Urban,44,WEST BENGAL,12,DARJEELING,734002019,1320007,SILIGURI
4790,KADAMTALA,1,KOLKATA,2,5,HOWRAH,1,4,Metro,44,WEST BENGAL,16,HOWRAH,700002131,1100009,HAORA
4833,SSI BRANCHBHOWANIPORE,1,KOLKATA,2,6,SOUTH 24 PARGANAS,5,4,Metro,44,WEST BENGAL,8,KOLKATA,700002197,1000009,KOLKATA
4933,NAN COWRIE,1,KOLKATA,2,6,SOUTH 24 PARGANAS,1,1,Rural,76,ANDAMAN AND NICOBAR,4,NICOBAR,744002019,1950021,KAMORTA/KALATAPU
4958,S.T.C. ALIPOREKOLKATA,1,KOLKATA,0,0,KOLKATA,0,4,Metro,44,WEST BENGAL,8,KOLKATA,,,
5011,SMECC KOLKATA,1,KOLKATA,1,2,KOLKATA,9,4,Metro,44,WEST BENGAL,8,KOLKATA,700002299,,
